timestamp,X_vel,Y_vel,Z_vel,R_vel,X_pose,Y_pose,Z_pose
1703951400.701331,-0.001,-0.004,0.002,-0.02411627396941185,4.124621391296387,3.74103045463562,-4.349919319152832
1703951400.7146072,-0.001,-0.004,0.002,0.009647123515605927,4.124621391296387,3.74103045463562,-4.349919319152832
1703951400.7638235,-0.001,-0.004,0.002,0.009647123515605927,4.124621391296387,3.74103045463562,-4.349919319152832
1703951400.8164,0.001,-0.011,0.013000000000000001,-0.04798904061317444,4.12685489654541,3.7419397830963135,-4.342413902282715
1703951400.8659155,0.001,-0.011,0.013000000000000001,-0.04798904061317444,4.12685489654541,3.7419397830963135,-4.342413902282715
1703951400.9187698,0.001,-0.011,0.013000000000000001,-0.0022922211792320013,4.12685489654541,3.7419397830963135,-4.342413902282715
1703951400.9691947,0.001,-0.011,0.013000000000000001,-0.0022922211792320013,4.12685489654541,3.7419397830963135,-4.342413902282715
1703951401.0209737,0.001,-0.019,0.007000000000000001,-0.06225225329399109,4.128802299499512,3.741950273513794,-4.343142986297607
1703951401.0705898,0.001,-0.019,0.007000000000000001,-0.06225225329399109,4.128802299499512,3.741950273513794,-4.343142986297607
1703951401.1224546,0.001,-0.019,0.007000000000000001,0.007407349068671465,4.128802299499512,3.741950273513794,-4.343142986297607
1703951401.1736472,0.001,-0.019,0.007000000000000001,0.007407349068671465,4.128802299499512,3.741950273513794,-4.343142986297607
1703951401.2254512,-0.001,-0.016,-0.014000000000000002,-0.022992921993136406,4.131034851074219,3.7413814067840576,-4.348547458648682
1703951401.2755792,-0.001,-0.016,-0.014000000000000002,-0.022992921993136406,4.131034851074219,3.7413814067840576,-4.348547458648682
1703951401.3277678,-0.001,-0.016,-0.014000000000000002,0.0032912627793848515,4.131034851074219,3.7413814067840576,-4.348547458648682
1703951401.3776026,-0.001,-0.016,-0.014000000000000002,0.0032912627793848515,4.131034851074219,3.7413814067840576,-4.348547458648682
1703951401.4304762,0.001,-0.017,-0.020999999999999998,-0.005754855461418629,4.130585670471191,3.7412188053131104,-4.3551106452941895
1703951401.4812074,0.001,-0.017,-0.020999999999999998,-0.005754855461418629,4.130585670471191,3.7412188053131104,-4.3551106452941895
1703951401.5321028,0.001,-0.017,-0.020999999999999998,-0.00529832299798727,4.130585670471191,3.7412188053131104,-4.3551106452941895
1703951401.5826998,0.001,-0.017,-0.020999999999999998,-0.00529832299798727,4.130585670471191,3.7412188053131104,-4.3551106452941895
1703951401.6350193,0.0,-0.023,-0.040999999999999995,0.0013156483182683587,4.130631446838379,3.739797353744507,-4.368896961212158
1703951401.6863973,0.0,-0.023,-0.040999999999999995,0.0013156483182683587,4.130631446838379,3.739797353744507,-4.368896961212158
1703951401.7381375,0.0,-0.023,-0.040999999999999995,-0.023160181939601898,4.130631446838379,3.739797353744507,-4.368896961212158
1703951401.7878797,0.0,-0.023,-0.040999999999999995,-0.023160181939601898,4.130631446838379,3.739797353744507,-4.368896961212158
1703951401.8432746,-0.007000000000000001,-0.01,-0.032,-0.0053136711940169334,4.130056858062744,3.7386350631713867,-4.373446464538574
1703951401.8916993,-0.007000000000000001,-0.01,-0.032,-0.0053136711940169334,4.130056858062744,3.7386350631713867,-4.373446464538574
1703951401.946641,-0.007000000000000001,-0.01,-0.032,0.015163692645728588,4.130056858062744,3.7386350631713867,-4.373446464538574
1703951401.9968374,-0.007000000000000001,-0.01,-0.032,0.015163692645728588,4.130056858062744,3.7386350631713867,-4.373446464538574
1703951402.0457063,0.0,-0.020999999999999998,-0.011,0.043638668954372406,4.127439975738525,3.7382400035858154,-4.373619556427002
1703951402.0962176,0.0,-0.020999999999999998,-0.011,0.043638668954372406,4.127439975738525,3.7382400035858154,-4.373619556427002
1703951402.149608,0.0,-0.020999999999999998,-0.011,0.014298493042588234,4.127439975738525,3.7382400035858154,-4.373619556427002
1703951402.1908827,0.0,-0.020999999999999998,-0.011,0.014298493042588234,4.127439975738525,3.7382400035858154,-4.373619556427002
1703951402.2388642,0.003,-0.028000000000000004,0.003,0.023105381056666374,4.124674320220947,3.7384088039398193,-4.370296478271484
1703951402.2828214,0.003,-0.028000000000000004,0.003,0.023105381056666374,4.124674320220947,3.7384088039398193,-4.370296478271484
1703951402.3268814,0.003,-0.028000000000000004,0.003,0.029970316216349602,4.124674320220947,3.7384088039398193,-4.370296478271484
1703951402.3708797,0.003,-0.028000000000000004,0.003,0.029970316216349602,4.124674320220947,3.7384088039398193,-4.370296478271484
1703951402.4148135,0.006,-0.027000000000000003,0.02,0.018755460157990456,4.121985912322998,3.7394556999206543,-4.362258434295654
1703951402.4628644,0.006,-0.027000000000000003,0.02,0.018755460157990456,4.121985912322998,3.7394556999206543,-4.362258434295654
1703951402.5108163,0.006,-0.027000000000000003,0.02,0.03697332739830017,4.121985912322998,3.7394556999206543,-4.362258434295654
1703951402.5565767,0.006,-0.027000000000000003,0.02,0.03697332739830017,4.121985912322998,3.7394556999206543,-4.362258434295654
1703951402.6073823,0.003,-0.016,0.009,0.04343201965093613,4.122725009918213,3.739736318588257,-4.358461380004883
1703951402.6579754,0.003,-0.016,0.009,0.04343201965093613,4.122725009918213,3.739736318588257,-4.358461380004883
1703951402.7094362,0.003,-0.016,0.009,0.08654274046421051,4.122725009918213,3.739736318588257,-4.358461380004883
1703951402.7595124,0.003,-0.016,0.009,0.08654274046421051,4.122725009918213,3.739736318588257,-4.358461380004883
1703951402.8114796,-0.005,-0.008,-0.013000000000000001,0.04965191334486008,4.123282432556152,3.73911714553833,-4.362883567810059
1703951402.8618324,-0.005,-0.008,-0.013000000000000001,0.04965191334486008,4.123282432556152,3.73911714553833,-4.362883567810059
1703951402.9133394,-0.005,-0.008,-0.013000000000000001,0.04993376135826111,4.123282432556152,3.73911714553833,-4.362883567810059
1703951402.9637096,-0.005,-0.008,-0.013000000000000001,0.04993376135826111,4.123282432556152,3.73911714553833,-4.362883567810059
1703951403.0165641,-0.003,-0.02,-0.002,0.06385364383459091,4.122398853302002,3.7388410568237305,-4.36143159866333
1703951403.066908,-0.003,-0.02,-0.002,0.06385364383459091,4.122398853302002,3.7388410568237305,-4.36143159866333
1703951403.1182935,-0.003,-0.02,-0.002,0.08401210606098175,4.122398853302002,3.7388410568237305,-4.36143159866333
1703951403.1691113,-0.003,-0.02,-0.002,0.08401210606098175,4.122398853302002,3.7388410568237305,-4.36143159866333
1703951403.2207825,0.006,-0.017,-0.016,0.0873241126537323,4.121403694152832,3.7403526306152344,-4.365200519561768
1703951403.271635,0.006,-0.017,-0.016,0.0873241126537323,4.121403694152832,3.7403526306152344,-4.365200519561768
1703951403.3224688,0.006,-0.017,-0.016,0.07587526738643646,4.121403694152832,3.7403526306152344,-4.365200519561768
1703951403.3743942,0.006,-0.017,-0.016,0.07587526738643646,4.121403694152832,3.7403526306152344,-4.365200519561768
1703951403.4242816,0.007000000000000001,-0.02,-0.039,0.03373660147190094,4.1198625564575195,3.741311550140381,-4.37398099899292
1703951403.4757404,0.007000000000000001,-0.02,-0.039,0.03373660147190094,4.1198625564575195,3.741311550140381,-4.37398099899292
1703951403.5270905,0.007000000000000001,-0.02,-0.039,0.02875068038702011,4.1198625564575195,3.741311550140381,-4.37398099899292
1703951403.5765471,0.007000000000000001,-0.02,-0.039,0.02875068038702011,4.1198625564575195,3.741311550140381,-4.37398099899292
1703951403.6290998,-0.011,-0.004,-0.025,-0.014222894795238972,4.1187520027160645,3.740083932876587,-4.37800407409668
1703951403.6796782,-0.011,-0.004,-0.025,-0.014222894795238972,4.1187520027160645,3.740083932876587,-4.37800407409668
1703951403.731128,-0.011,-0.004,-0.025,-0.033122047781944275,4.1187520027160645,3.740083932876587,-4.37800407409668
