timestamp,X_pose,Y_pose,Z_pose
1702056949.0297604,2.5795687643461642,0.49236125780952666,0.0
1702056949.0797563,2.5795687643461642,0.49236125780952666,0.0
1702056949.1297603,2.5795687643461642,0.49236125780952666,0.0
1702056949.1797574,2.5795687643461642,0.49236125780952666,0.0
1702056949.2297564,2.5795687643461642,0.49236125780952666,0.0
1702056949.2797575,2.5795687643461642,0.49236125780952666,0.0
1702056949.3297584,2.5795687643461642,0.49236125780952666,0.0
1702056949.379787,2.5795687643461642,0.49236125780952666,0.0
1702056949.4297614,2.5795687643461642,0.49236125780952666,0.0
1702056949.485428,2.5795687643461642,0.49236125780952666,0.0
1702056949.5297558,2.5795687643461642,0.49236125780952666,0.0
1702056949.579756,2.5795687643461642,0.49236125780952666,0.0
1702056949.6297574,2.5795687643461642,0.49236125780952666,0.0
1702056949.6797583,2.5795687643461642,0.49236125780952666,0.0
1702056949.7297606,2.5795687643461642,0.49236125780952666,0.0
1702056949.7797582,2.5795687643461642,0.49236125780952666,0.0
1702056949.8297603,2.5795687643461642,0.49236125780952666,0.0
1702056949.879781,2.5795687643461642,0.49236125780952666,0.0
1702056949.9297552,2.5795687643461642,0.49236125780952666,0.0
1702056949.9797573,2.5795687643461642,0.49236125780952666,0.0
1702056950.0297568,2.5795687643461642,0.49236125780952666,0.0
1702056950.0797555,2.5795687643461642,0.49236125780952666,0.0
1702056950.1297562,2.5795687643461642,0.49236125780952666,0.0
1702056950.1797607,2.5795687643461642,0.49236125780952666,0.0
1702056950.22976,2.5795687643461642,0.49236125780952666,0.0
1702056950.2797623,2.5795687643461642,0.49236125780952666,0.0
1702056950.3297565,2.5795687643461642,0.49236125780952666,0.0
1702056950.3797596,2.5795687643461642,0.49236125780952666,0.0
1702056950.429758,2.5795687643461642,0.49236125780952666,0.0
1702056950.4797554,2.5795687643461642,0.49236125780952666,0.0
1702056950.5297565,2.5795687643461642,0.49236125780952666,0.0
1702056950.579758,2.5795687643461642,0.49236125780952666,0.0
1702056950.629756,2.5795687643461642,0.49236125780952666,0.0
1702056950.67976,2.5795687643461642,0.49236125780952666,0.0
1702056950.7297606,2.5795687643461642,0.49236125780952666,0.0
1702056950.7797594,2.5795687643461642,0.49236125780952666,0.0
1702056950.8297172,2.5795687643461642,0.49236125780952666,0.0
1702056950.8797574,2.5795687643461642,0.49236125780952666,0.0
1702056950.9297624,2.5795687643461642,0.49236125780952666,0.0
1702056950.9797626,2.5795687643461642,0.49236125780952666,0.0
1702056951.0297606,2.5795687643461642,0.49236125780952666,0.0
1702056951.079757,2.5795687643461642,0.49236125780952666,0.0
1702056951.1297607,2.5795687643461642,0.49236125780952666,0.0
1702056951.1797554,2.5795687643461642,0.49236125780952666,0.0
1702056951.22976,2.5795687643461642,0.49236125780952666,0.0
1702056951.2797565,2.5795687643461642,0.49236125780952666,0.0
1702056951.3297648,2.5795687643461642,0.49236125780952666,0.0
1702056951.3797624,2.5795687643461642,0.49236125780952666,0.0
1702056951.4297626,2.5795687643461642,0.49236125780952666,0.0
1702056951.4797666,2.5795687643461642,0.49236125780952666,0.0
1702056951.5297284,2.5795687643461642,0.49236125780952666,0.0
1702056951.5797536,2.5795687643461642,0.49236125780952666,0.0
