Time,X_pose_uav,Y_pose_uav,Z_pose_uav,R_pose_uav,X_cmd_vel,Y_cmd_vel,Z_cmd_vel,R_cmd_vel
1701197638.0244591,-0.21713682362317677,-0.09415273717228367,-1.5140278035936756,0,0.0,0.0,0.2,0.0
1701197638.0564053,-0.212922183961915,-0.0938433253925566,-1.5015379161694897,0,0.0,0.0,0.2,0.0
1701197638.0922103,-0.21126598423220336,-0.09234363485228157,-1.5121534334836808,0,0.0,0.0,0.2,0.0
1701197638.1206412,-0.20901605912352617,-0.0896690480729884,-1.5111663746888102,0,0.0,0.0,0.2,0.0
1701197638.15422,-0.20596747370256105,-0.08683868985419685,-1.5012378609289072,0,0.0,0.0,0.2,0.0
1701197638.1877437,-0.20447304804874947,-0.08799338094675352,-1.5134343880026138,0,0.0,0.0,0.2,0.0
1701197638.232607,-0.20587279476388118,-0.09110715520282361,-1.5380717186496278,0,0.0,0.0,0.2,0.0
1701197638.2579067,-0.20239285360304698,-0.09081404588897851,-1.524498379816291,0,0.0,0.0,0.2,0.0
1701197638.29416,-0.19956607042849006,-0.08908087252533088,-1.5260051421549043,0,0.0,0.0,0.2,0.0
1701197638.323802,-0.19974127858839916,-0.08760447878190332,-1.5457551843382864,0,0.0,0.0,0.2,0.0
1701197638.3547313,-0.1947473712800051,-0.08367692172949984,-1.5225258927041112,0,0.0,0.0,0.2,0.0
1701197638.3889263,-0.19305338415601384,-0.08121621050349213,-1.5344800902985207,0,0.0,0.0,0.2,0.0
1701197638.41967,-0.19335887088341863,-0.08044358664111177,-1.5475673168131292,0,0.0,0.0,0.2,0.0
1701197638.4525201,-0.1903681783953511,-0.07952612691078867,-1.5373838015827785,0,0.0,0.0,0.2,0.0
1701197638.4921372,-0.1884621689314165,-0.0777149580292335,-1.548964318212489,0,0.0,0.0,0.2,0.0
1701197638.522947,-0.18725015312051507,-0.0741785321330169,-1.549408062355134,0,0.0,0.0,0.2,0.0
1701197638.5605254,-0.18540083599618823,-0.06960053317938132,-1.535063865075117,0,0.0,0.0,0.2,0.0
1701197638.5885718,-0.18647336130265704,-0.06426673827765421,-1.5575815562495143,0,0.0,0.0,0.2,0.0
1701197638.6222935,-0.1826567464243853,-0.05706313871357876,-1.5340802003781588,0,0.0,0.0,0.2,0.0
1701197638.6567621,-0.18434241247957828,-0.0532019849162002,-1.5530448141452997,0,0.0,0.0,0.2,0.0
1701197638.6867437,-0.1818881083761471,-0.05061087779013003,-1.5436489193180576,0,0.0,0.0,0.2,0.0
1701197638.7205164,-0.18042793142858224,-0.050658364049871465,-1.5421042741335906,0,0.0,0.0,0.2,0.0
1701197638.7565107,-0.1822274434396192,-0.051315176439079915,-1.5663080013154396,0,0.0,0.0,0.2,0.0
1701197638.7850935,-0.179808963936082,-0.05156208436265069,-1.5561368246798126,0,0.0,0.0,0.2,0.0
1701197638.824628,-0.18184457574549437,-0.05229227500445233,-1.5795493216529606,0,0.0,0.0,0.2,0.0
1701197638.8598003,-0.18013907379909003,-0.05048014680523017,-1.5671981314720647,0,0.0,0.0,0.2,0.0
1701197638.8877127,-0.18141469065811092,-0.049546667842283176,-1.5789244776150808,0,0.0,0.0,0.2,0.0
1701197638.9193034,-0.18114858287810934,-0.048610665507506146,-1.580104124001325,0,0.0,0.0,0.2,0.0
1701197638.9577234,-0.1826427263200409,-0.048444538407582755,-1.5901251197079775,0,0.0,0.0,0.2,0.0
1701197638.990715,-0.1804011392201975,-0.04957761680208085,-1.581559369131846,0,0.0,0.0,0.2,0.0
1701197639.022655,-0.18077614556919105,-0.05128627009004838,-1.5939699085153942,0,0.0,0.0,0.2,0.0
1701197639.0571551,-0.18213455190180527,-0.053194881690038276,-1.5927060749182262,0,0.0,0.0,0.2,0.0
