timestamp,X_vel,Y_vel,Z_vel,R_vel,X_pose,Y_pose,Z_pose
1702056869.9320898,-0.002,0.012,-0.01,-0.006237692665308714,-0.529397189617157,-0.4376220107078552,0.47888416051864624
1702056869.9439225,0.001,0.005,-0.023,0.04793107509613037,-0.5290807485580444,-0.4369979798793793,0.47297513484954834
1702056869.9911485,0.001,0.005,-0.023,0.04793107509613037,-0.5290807485580444,-0.4369979798793793,0.47297513484954834
1702056870.0437212,0.001,0.005,-0.023,-0.0004973456962034106,-0.5290807485580444,-0.4369979798793793,0.47297513484954834
1702056870.0940127,0.001,0.005,-0.023,-0.0004973456962034106,-0.5290807485580444,-0.4369979798793793,0.47297513484954834
1702056870.1464431,0.007000000000000001,0.004,-0.031,-0.03881661593914032,-0.5306099057197571,-0.43431198596954346,0.4674760103225708
1702056870.1969516,0.007000000000000001,0.004,-0.031,-0.03881661593914032,-0.5306099057197571,-0.43431198596954346,0.4674760103225708
1702056870.247847,0.007000000000000001,0.004,-0.031,0.019286053255200386,-0.5306099057197571,-0.43431198596954346,0.4674760103225708
1702056870.2995899,0.007000000000000001,0.004,-0.031,0.019286053255200386,-0.5306099057197571,-0.43431198596954346,0.4674760103225708
1702056870.3501704,0.008,0.014000000000000002,-0.006,0.028423406183719635,-0.5291624665260315,-0.43155932426452637,0.4649771451950073
1702056870.4006805,0.008,0.014000000000000002,-0.006,0.028423406183719635,-0.5291624665260315,-0.43155932426452637,0.4649771451950073
1702056870.452882,0.008,0.014000000000000002,-0.006,0.012356841936707497,-0.5291624665260315,-0.43155932426452637,0.4649771451950073
1702056870.502519,0.008,0.014000000000000002,-0.006,0.012356841936707497,-0.5291624665260315,-0.43155932426452637,0.4649771451950073
1702056870.5547817,0.0,0.032,-0.004,-0.026951098814606667,-0.5264266729354858,-0.43166181445121765,0.46121472120285034
1702056870.6062922,0.0,0.032,-0.004,-0.026951098814606667,-0.5264266729354858,-0.43166181445121765,0.46121472120285034
1702056870.658562,0.0,0.032,-0.004,-0.001046240795403719,-0.5264266729354858,-0.43166181445121765,0.46121472120285034
1702056870.7084453,0.0,0.032,-0.004,-0.001046240795403719,-0.5264266729354858,-0.43166181445121765,0.46121472120285034
1702056870.7615688,0.003,0.006,-0.024,0.0032267612405121326,-0.5278709530830383,-0.4292548894882202,0.45407339930534363
1702056870.8106904,0.003,0.006,-0.024,0.0032267612405121326,-0.5278709530830383,-0.4292548894882202,0.45407339930534363
1702056870.864076,0.003,0.006,-0.024,0.0030389234889298677,-0.5278709530830383,-0.4292548894882202,0.45407339930534363
1702056870.912508,0.003,0.006,-0.024,0.0030389234889298677,-0.5278709530830383,-0.4292548894882202,0.45407339930534363
1702056870.9656904,0.007000000000000001,0.007000000000000001,-0.016,0.009221771731972694,-0.5291994214057922,-0.42685678601264954,0.44943735003471375
1702056871.0148563,0.007000000000000001,0.007000000000000001,-0.016,0.009221771731972694,-0.5291994214057922,-0.42685678601264954,0.44943735003471375
1702056871.067332,0.007000000000000001,0.007000000000000001,-0.016,0.012146213091909885,-0.5291994214057922,-0.42685678601264954,0.44943735003471375
1702056871.116724,0.007000000000000001,0.007000000000000001,-0.016,0.012146213091909885,-0.5291994214057922,-0.42685678601264954,0.44943735003471375
1702056871.1708565,0.014000000000000002,0.015,-0.025,-0.01531218457967043,-0.5269187092781067,-0.4232131242752075,0.44068124890327454
1702056871.2193298,0.014000000000000002,0.015,-0.025,-0.01531218457967043,-0.5269187092781067,-0.4232131242752075,0.44068124890327454
1702056871.2710872,0.014000000000000002,0.015,-0.025,-0.0033580767922103405,-0.5269187092781067,-0.4232131242752075,0.44068124890327454
1702056871.320439,0.014000000000000002,0.015,-0.025,-0.0033580767922103405,-0.5269187092781067,-0.4232131242752075,0.44068124890327454
1702056871.3721476,0.0,0.033,-0.041999999999999996,-0.00212296680547297,-0.5217481851577759,-0.42318055033683777,0.42675891518592834
1702056871.422799,0.0,0.033,-0.041999999999999996,-0.00212296680547297,-0.5217481851577759,-0.42318055033683777,0.42675891518592834
1702056871.4756787,0.0,0.033,-0.041999999999999996,-0.030841253697872162,-0.5217481851577759,-0.42318055033683777,0.42675891518592834
1702056871.5260065,0.0,0.033,-0.041999999999999996,-0.030841253697872162,-0.5217481851577759,-0.42318055033683777,0.42675891518592834
1702056871.576257,0.002,0.036,-0.027000000000000003,-0.015358328819274902,-0.5153949856758118,-0.4230443835258484,0.41575658321380615
1702056871.6279864,0.002,0.036,-0.027000000000000003,-0.015358328819274902,-0.5153949856758118,-0.4230443835258484,0.41575658321380615
1702056871.6785507,0.002,0.036,-0.027000000000000003,-0.012655824422836304,-0.5153949856758118,-0.4230443835258484,0.41575658321380615
1702056871.7290437,0.002,0.036,-0.027000000000000003,-0.012655824422836304,-0.5153949856758118,-0.4230443835258484,0.41575658321380615
1702056871.7806437,0.002,0.012,0.005,0.020431414246559143,-0.5123125314712524,-0.42245250940322876,0.4170740842819214
1702056871.831539,0.002,0.012,0.005,0.020431414246559143,-0.5123125314712524,-0.42245250940322876,0.4170740842819214
1702056871.8835077,0.002,0.012,0.005,-0.04275408759713173,-0.5123125314712524,-0.42245250940322876,0.4170740842819214
1702056871.934661,0.002,0.012,0.005,-0.04275408759713173,-0.5123125314712524,-0.42245250940322876,0.4170740842819214
