timestamp,X_vel,Y_vel,Z_vel,R_vel,X_pose,Y_pose,Z_pose
1704222148.129225,0.002,-0.01,-0.016,0.036379601806402206,-5.2062907218933105,-10.227211952209473,0.5431140065193176
1704222148.1813781,0.002,-0.01,-0.016,0.03205973654985428,-5.2062907218933105,-10.227211952209473,0.5431140065193176
1704222148.2329605,0.002,-0.01,-0.016,0.03205973654985428,-5.2062907218933105,-10.227211952209473,0.5431140065193176
1704222148.284077,0.0,-0.015,-0.020999999999999998,-0.042328380048274994,-5.206602096557617,-10.2289400100708,0.5390551090240479
1704222148.3346455,0.0,-0.015,-0.020999999999999998,-0.042328380048274994,-5.206602096557617,-10.2289400100708,0.5390551090240479
1704222148.3860183,0.0,-0.015,-0.020999999999999998,-0.045163966715335846,-5.206602096557617,-10.2289400100708,0.5390551090240479
1704222148.4366205,0.0,-0.015,-0.020999999999999998,-0.045163966715335846,-5.206602096557617,-10.2289400100708,0.5390551090240479
1704222148.4882822,0.002,-0.023,-0.003,-0.03237234801054001,-5.209056377410889,-10.230437278747559,0.542823851108551
1704222148.5330884,0.002,-0.023,-0.003,-0.03237234801054001,-5.209056377410889,-10.230437278747559,0.542823851108551
1704222148.5908134,0.002,-0.023,-0.003,0.0007560031954199076,-5.209056377410889,-10.230437278747559,0.542823851108551
1704222148.6922562,0.006,-0.016,0.008,-0.05570080876350403,-5.211272716522217,-10.229654312133789,0.5479515194892883
1704222148.7330828,0.006,-0.016,0.008,-0.05570080876350403,-5.211272716522217,-10.229654312133789,0.5479515194892883
1704222148.7770362,0.006,-0.016,0.008,0.012031162157654762,-5.211272716522217,-10.229654312133789,0.5479515194892883
1704222148.8250482,0.006,-0.016,0.008,0.012031162157654762,-5.211272716522217,-10.229654312133789,0.5479515194892883
1704222148.8691142,0.009,-0.017,-0.002,0.019722139462828636,-5.2126688957214355,-10.228585243225098,0.550923228263855
1704222148.9131048,0.009,-0.017,-0.002,0.019722139462828636,-5.2126688957214355,-10.228585243225098,0.550923228263855
