timestamp,X_vel,Y_vel,Z_vel,R_vel,X_pose,Y_pose,Z_pose
1704225584.5853345,-0.001,-0.001,-0.045,-3.823608858510852e-05,-0.3880830407142639,0.02940443716943264,1.2046488523483276
1704225584.635918,-0.001,-0.001,-0.045,-0.05127524957060814,-0.3880830407142639,0.02940443716943264,1.2046488523483276
1704225584.6881328,-0.001,-0.001,-0.045,-0.05127524957060814,-0.3880830407142639,0.02940443716943264,1.2046488523483276
1704225584.7381191,0.0,0.003,-0.078,-0.11115626245737076,-0.3814607858657837,0.029271099716424942,1.1841939687728882
1704225584.789942,0.0,0.003,-0.078,-0.11115626245737076,-0.3814607858657837,0.029271099716424942,1.1841939687728882
1704225584.839663,0.0,0.003,-0.078,-0.10634657740592957,-0.3814607858657837,0.029271099716424942,1.1841939687728882
1704225584.8898208,0.0,0.003,-0.078,-0.10634657740592957,-0.3814607858657837,0.029271099716424942,1.1841939687728882
1704225584.9419785,-0.005,0.007000000000000001,-0.074,-0.06251396238803864,-0.3740536570549011,0.02910611405968666,1.1643997430801392
1704225584.9924793,-0.005,0.007000000000000001,-0.074,-0.06251396238803864,-0.3740536570549011,0.02910611405968666,1.1643997430801392
1704225585.0437384,-0.005,0.007000000000000001,-0.074,-0.014469907619059086,-0.3740536570549011,0.02910611405968666,1.1643997430801392
1704225585.093662,-0.005,0.007000000000000001,-0.074,-0.014469907619059086,-0.3740536570549011,0.02910611405968666,1.1643997430801392
1704225585.14545,-0.007000000000000001,0.01,-0.05600000000000001,-0.051250483840703964,-0.36661601066589355,0.02863602712750435,1.1502264738082886
1704225585.19593,-0.007000000000000001,0.01,-0.05600000000000001,-0.051250483840703964,-0.36661601066589355,0.02863602712750435,1.1502264738082886
1704225585.2486537,-0.007000000000000001,0.01,-0.05600000000000001,0.02296474575996399,-0.36661601066589355,0.02863602712750435,1.1502264738082886
1704225585.300784,-0.007000000000000001,0.01,-0.05600000000000001,0.02296474575996399,-0.36661601066589355,0.02863602712750435,1.1502264738082886
1704225585.3499715,-0.011,0.0,-0.05600000000000001,0.043542876839637756,-0.3607034981250763,0.026140328496694565,1.1371755599975586
1704225585.4015949,-0.011,0.0,-0.05600000000000001,0.043542876839637756,-0.3607034981250763,0.026140328496694565,1.1371755599975586
1704225585.4522748,-0.011,0.0,-0.05600000000000001,-0.04294450953602791,-0.3607034981250763,0.026140328496694565,1.1371755599975586
1704225585.5032842,-0.011,0.0,-0.05600000000000001,-0.04294450953602791,-0.3607034981250763,0.026140328496694565,1.1371755599975586
1704225585.554966,-0.017,-0.014000000000000002,-0.01,-0.004738216754049063,-0.3569549024105072,0.023401733487844467,1.129164218902588
1704225585.607373,-0.017,-0.014000000000000002,-0.01,-0.004738216754049063,-0.3569549024105072,0.023401733487844467,1.129164218902588
1704225585.6594293,-0.017,-0.014000000000000002,-0.01,0.038724012672901154,-0.3569549024105072,0.023401733487844467,1.129164218902588
