timestamp,X_pose,Y_pose,Z_pose,R_pose
1702056444.6485126,-0.023246857857194814,0.019076147767109038,-1.0027863135884412,-0.0090965819201331
1702056444.6820612,-0.02408598113572597,0.01769427722998376,-1.0059824067146623,-0.013138127262036161
1702056444.7133944,-0.024290332440318963,0.01755135300863141,-1.0045670131719657,0.0015284391040400096
1702056444.747596,-0.024872836168324766,0.019794600475871175,-1.0111011026590941,-0.008595756670934113
1702056444.7810426,-0.02517907325538024,0.020707048728373992,-1.0015246551857566,-0.004002883328240767
1702056444.8138237,-0.025718878422860747,0.0198645297508497,-0.9967727571591846,-0.0035493777710283894
1702056444.8452754,-0.02538647184405606,0.018968736554836992,-1.0018907711129141,-0.010397141978080282
1702056444.8792994,-0.02538647184405606,0.018968736554836992,-1.0018907711129141,-0.010397141978080282
1702056444.9122274,-0.02538647184405606,0.018968736554836992,-1.0018907711129141,-0.010397141978080282
1702056444.945547,-0.025368101338372796,0.01640923326424752,-0.9968840834638196,-0.0002625693726709459
1702056444.981345,-0.025416468987731686,0.014345406535021138,-0.999988983744997,0.0003914937475774654
1702056445.014007,-0.025190804028962146,0.013907647793470396,-1.0030226161623623,-0.014023388319672083
1702056445.0480468,-0.024745141719476508,0.013683752861236697,-0.9934326414575531,-0.009085777788542106
1702056445.0805125,-0.024172743735705653,0.013101219204893459,-0.9933764704275383,-0.018685121841972303
1702056445.1125667,-0.024173081286414044,0.0119433125392545,-0.9934505122412455,-0.018710033633334847
1702056445.1328819,-0.024071416081370575,0.011163753739106053,-0.9964672743761194,-0.009992228538895856
1702056445.18053,-0.023294035681435583,0.011136843430360867,-0.9966705737378383,-0.013138576221345202
1702056445.214319,-0.02265109145752236,0.009255340134795386,-0.9877378651951154,-0.014785178243688328
1702056445.2459464,-0.02174930625965146,0.007876864370318986,-0.9933454576536181,-0.009043821737860846
1702056445.2830374,-0.020995559639744366,0.010163560208417858,-0.9922949347260173,-0.008676943641569804
1702056445.3136294,-0.020995708495193246,0.011320707582517405,-0.992227818373071,-0.00865385532732559
1702056445.3455403,-0.020572336420536602,0.009541376352084609,-0.9843345696577781,-0.009122426614109665
1702056445.3799388,-0.020005822083456772,0.007817649637420241,-0.9843578352849127,-0.01864534068854978
1702056445.4122531,-0.01967994229880866,0.005773614798955506,-0.9873058632153751,-0.014879379210892323
1702056445.4461224,-0.018731411799757437,0.004504435532682327,-0.9843500613152301,-0.010846204738898196
