timestamp,X_pose,Y_pose,Z_pose,R_pose
1704222080.5628934,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222080.6127543,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222080.6628273,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222080.7127583,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222080.7627804,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222080.812746,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222080.8627708,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222080.912841,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222080.962779,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.0128098,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.0628507,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.1127985,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.162794,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.2128413,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.2627463,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.3127797,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.3627193,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.412755,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.4629133,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.5127838,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.5628276,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.612917,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.6628451,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.7127447,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.7627673,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.8130326,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.8629866,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.9128294,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222081.9629035,39.84558786829428,0.8168820773171978,0.0,0.02250340984374616
1704222082.0128148,39.848062616634294,0.8169377769958405,0.0,0.02250340984374616
1704222082.0628664,39.84930008365267,0.8169609857394055,0.0,0.015002273229171295
1704222082.1127965,39.8517751801766,0.8169981205997265,0.0,0.015002273229149762
1704222082.1628246,39.85672537322445,0.8170723903203685,0.0,0.015002273229149762
1704222082.2130523,39.86291270831633,0.8171884340381935,0.0,0.02250340984374616
1704222082.262863,39.86910004340821,0.8173044777560186,0.0,0.015002273229149762
1704222082.3129895,39.87776231253684,0.8174669389609737,0.0,0.02250340984372462
1704222082.3627808,39.886424581665466,0.8176294001659288,0.0,0.015002273229171295
1704222082.4128606,39.893849871237244,0.8177408047468919,0.0,0.015002273229149762
1704222082.4628835,39.90127516080902,0.817852209327855,0.0,0.015002273229149762
1704222082.512864,39.91117554690472,0.8180007487691391,0.0,0.015002273229171295
1704222082.5629528,39.92107593300043,0.8181492882104233,0.0,0.015002273229171295
1704222082.6130621,39.93097631909613,0.8182978276517074,0.0,0.015002273229149762
1704222082.6628163,39.94087670519184,0.8184463670929915,0.0,0.015002273229149762
1704222082.7128472,39.95077709128755,0.8185949065342755,0.0,0.015002273229149762
1704222082.7628386,39.958202380859326,0.8187063111152386,0.0,0.015002273229171295
1704222082.8127599,39.96810276695503,0.8188548505565227,0.0,0.015002273229149762
1704222082.8628678,39.978003153050736,0.8190033899978068,0.0,0.015002273229149762
1704222082.9124072,39.987903539146444,0.8191519294390908,0.0,0.015002273229149762
1704222082.9627943,39.997803925242145,0.8193004688803749,0.0,0.015002273229171295
1704222083.0128276,40.007704311337854,0.8194490083216591,0.0,0.015002273229171295
1704222083.0628753,40.017604697433555,0.8195975477629432,0.0,0.015002273229149762
1704222083.1128826,40.02502998700533,0.8197089523439063,0.0,0.015002273229149762
1704222083.1628125,40.03616844365631,0.8198342842605155,0.0,0.007501136614574898
1704222083.2129316,40.046069665424746,0.8199085560706757,0.0,0.0075011366145964304
1704222083.2629108,40.05720812207572,0.8200338879872852,0.0,0.015002273229171295
1704222083.3128421,40.0646334116475,0.8201452925682483,0.0,0.015002273229149762
1704222083.3629124,40.07453379774321,0.8202938320095323,0.0,0.015002273229149762
1704222083.412828,40.08443418383891,0.8204423714508164,0.0,0.015002273229171295
1704222083.4629633,40.09433456993462,0.8205909108921007,0.0,0.015002273229171295
1704222083.5128138,40.105473026585585,0.82071624280871,0.0,0.007501136614574898
1704222083.5628004,40.11537424835403,0.8207905146188701,0.0,0.007501136614574898
1704222083.612759,40.126512705005005,0.8209158465354793,0.0,0.015002273229149762
1704222083.6628313,40.136413091100714,0.8210643859767633,0.0,0.015002273229149762
1704222083.7128143,40.146313477196415,0.8212129254180475,0.0,0.015002273229171295
1704222083.7629554,40.15621386329212,0.8213614648593317,0.0,0.015002273229171295
1704222083.8129091,40.1636391528639,0.8214728694402949,0.0,0.015002273229149762
1704222083.86369,40.17353953895961,0.8216214088815789,0.0,0.015002273229149762
1704222083.9128776,40.184676742124985,0.8218302875736639,0.0,0.02250340984374616
1704222083.9706824,40.19581394529036,0.8220391662657492,0.0,0.015002273229171295
1704222084.023507,40.20571433138607,0.8221877057070335,0.0,0.015002273229171295
1704222084.0729542,40.21561471748177,0.8223362451483176,0.0,0.015002273229149762
1704222084.1230428,40.22551510357748,0.8224847845896016,0.0,0.015002273229149762
1704222084.1731277,40.232940393149256,0.8225961891705648,0.0,0.015002273229171295
1704222084.2231686,40.24407759631463,0.8228050678626501,0.0,0.02250340984374616
1704222084.2731056,40.253976589674686,0.8230278665772213,0.0,0.02250340984374616
1704222084.322997,40.26387558303474,0.8232506652917922,0.0,0.02250340984372462
1704222084.3729684,40.27377457639479,0.8234734640063632,0.0,0.02250340984372462
1704222084.4228892,40.283673569754846,0.8236962627209342,0.0,0.02250340984374616
1704222084.472886,40.2935725631149,0.8239190614355054,0.0,0.02250340984374616
1704222084.5228858,40.30223336991224,0.8241464943246607,0.0,0.030004546458321027
1704222084.5729206,40.31336869293738,0.8244389080392885,0.0,0.02250340984372462
1704222084.622954,40.323267686297434,0.8246617067538595,0.0,0.02250340984372462
1704222084.6730888,40.33316667965749,0.8248845054684305,0.0,0.02250340984374616
1704222084.722929,40.34306567301754,0.8251073041830017,0.0,0.02250340984374616
